"Plant.ID","Treatment","Population","TOE","Roi.Mask","Fv.Fm","Fq.Fm","NPQ","qP","qN","qL","qI","phiNO","phiNPQ","npq.t","ChlIdx","AriIdx","NDVI","comp"
"Tray01_Mimiulus_E2_1","100%","D",0,623.55523769719,0.727887024830342,0.258051242406627,0.807024382272549,0.503164322188194,0.57191420469673,0.375039764039269,0.806018020324893,0.339052894631076,0.402897078264809,3.80696124048721,1.65505522481333,1.87332534134022,0.720886204196382,"80%"
"Tray01_Mimiulus_E2_1","100%","D",12,1822.17519878626,0.71839121501589,0.259260058964898,0.732530202071243,0.520280195944436,0.571993877292563,0.388134894219425,0.731217211686041,0.342986974359539,0.397905409679301,4.33366081722568,1.63652602933409,2.01948227272497,0.715581478272323,"80%"
"Tray01_Mimiulus_E2_1","100%","D",24,2804.22255335083,0.710576297836023,0.259706734241414,0.672553788147096,0.53495150191858,0.573350332724068,0.400638682943884,0.671028806079755,0.346133603655606,0.394445235753866,4.78653995393751,1.63205479248062,2.1459198864265,0.711970097006462,"80%"
"Tray01_Mimiulus_E2_1","100%","D",36,3350.91263858651,0.706140586322942,0.258620595261242,0.641758324484508,0.544707650375665,0.577272908252996,0.411952979920199,0.640211650439528,0.347698273636979,0.39406349019993,5.0910250785037,1.6558423206868,2.23271527535785,0.711762375835529,"80%"
"Tray01_Mimiulus_E2_1","100%","D",48,3243.46079168893,0.70678239350885,0.255230969049452,0.654806995067879,0.547078051580727,0.585050941141098,0.421479634855921,0.653524591698855,0.346886475421361,0.398307106728922,5.17254261880526,1.7220894203865,2.25994553243205,0.716668630196254,"80%"
"Tray01_Mimiulus_E2_1","100%","D",60,2263.08234985371,0.714200032425951,0.248767182631113,0.726362983881607,0.539592115798804,0.597973768650125,0.428620497458603,0.725726476791231,0.342903700126453,0.408723019052269,4.9565190027232,1.84499689801359,2.20768775056214,0.728399175525369,"80%"
"Tray01_Mimiulus_E2_1","100%","D",72,792.824879316722,0.727383233460209,0.227871272473682,0.814993702919792,0.498430356374679,0.604947694204135,0.406977778694908,0.814985062215168,0.35272445495843,0.419575760182203,4.45147220320685,1.92844970878322,2.03676865761484,0.739949188065463,"80%"
"Tray01_Mimiulus_E2_1","100%","D",84,627.212750229124,0.733771117442411,0.199311621399296,0.785400540454328,0.431681062982166,0.579760639614712,0.340629495815188,0.783887825570221,0.391343558654742,0.409366727532748,4.08687796941846,1.77879135952339,1.80933917596142,0.732626670019988,"80%"
"Tray01_Mimiulus_E2_1","100%","D",96,756.668336968647,0.725872570136568,0.247187573442795,0.846511634508607,0.494960959832394,0.575263004205143,0.375167542184168,0.840768106082837,0.353468480659466,0.399339265425073,3.99509097158214,1.8045254909238,1.80850176987118,0.740468502280815,"80%"
"Tray01_Mimiulus_E2_1","100%","D",108,800.715325357843,0.732914089491641,0.204758312809444,0.768373207566668,0.409701656690687,0.559315914352625,0.300391599979625,0.766190146391127,0.400111556321741,0.395129782914067,3.75844607106166,1.76432164401159,1.78914575943022,0.73994821764103,"80%"
"Tray01_Mimiulus_E2_1","100%","D",120,687.80367042144,0.759965350845753,0.153783251651392,0.741744600194219,0.282473607967089,0.544604396269621,0.176668150690094,0.742871809887211,0.44694744935418,0.399270238512196,2.92261637393778,1.6676629984423,1.51370986806465,0.733381220166796,"80%"
"Tray01_Mimiulus_E2_1","100%","D",132,552.533939904312,0.783919845857601,0.135072510363769,0.933062746220272,0.219356389152138,0.581414379063091,0.109953599954443,0.930213457198243,0.428211662536432,0.436717089950646,2.45598666819479,1.58313223281109,1.18438471286456,0.727748681459307,"80%"
"Tray01_Mimiulus_E2_1","100%","D",144,586.916322859169,0.787553737448135,0.123504252955429,1.17238162416612,0.20483307128449,0.637887436267701,0.104326445998544,1.16139931469978,0.393443267720485,0.483053228516059,2.81304015259146,1.51145689810158,1.03423454225677,0.72364574004784,"80%"
"Tray01_Mimiulus_E2_1","100%","D",156,737.51170890104,0.788103397457913,0.119573097051779,1.01518692231208,0.195313471502697,0.593133574402141,0.0960144131555071,1.00851609431319,0.431490409625126,0.448921534397186,2.54529330094879,1.55877505946991,1.07417155479479,0.727589065979544,"80%"
"Tray01_Mimiulus_E2_1","100%","D",168,846.91528050029,0.789656132091373,0.129619636965961,1.12614701092705,0.214832497698371,0.626363837300187,0.110720425705508,1.11641486712078,0.399770611102291,0.470576159734087,2.71244448671693,1.54654392040869,1.03904561865948,0.728776545260347,"80%"
"Tray01_Mimiulus_E2_1","100%","D",180,965.563222524791,0.792282971147816,0.11134036926578,1.0072063883906,0.177342528366348,0.594269747913604,0.083627160355951,1.00079061994793,0.435749848181521,0.453098166425634,2.39262465477263,1.54890061403183,1.03415392510801,0.729482643940807,"80%"
"Tray01_Mimiulus_E2_1","100%","D",192,1089.30955449625,0.776023975600282,0.134020622229126,1.2898844510603,0.231995520560287,0.66445073160469,0.131241006718323,1.26439395914429,0.368111271779123,0.498666351366269,3.13093670160557,1.48976253382297,0.937938474030165,0.726504325824568,"80%"
"Tray01_Mimiulus_E2_1","100%","D",204,1258.0169195685,0.741289127452225,0.187017349303221,1.53530959560719,0.360159575360873,0.719519730657914,0.246614394366572,1.47924561316701,0.298506273566389,0.515122595125466,4.21830131468073,1.56642362410719,0.882650228097237,0.731144215246897,"80%"
"Tray01_Mimiulus_E2_1","100%","D",216,1444.41545111913,0.732660772748754,0.200991866897282,1.46007765410453,0.394532465834406,0.699414787175532,0.278473296611747,1.40137277206741,0.308153439473817,0.490985265386595,4.3146794535503,1.6483047999842,0.888180118846627,0.735928489901536,"80%"
"Tray01_Mimiulus_E2_1","100%","D",228,1616.89902430848,0.776119937854166,0.141442338285393,1.13073590511632,0.248880615228026,0.63066497000401,0.144638032344173,1.11412665342355,0.391440996133711,0.46707905902533,3.01776270182326,1.5626197069765,0.903562759982068,0.73115536712091,"80%"
"Tray01_Mimiulus_E2_1","100%","D",240,1809.17364727936,0.787945671899701,0.128339165222535,1.17578990370493,0.215077102987277,0.647526028127434,0.111089567296544,1.16874515501326,0.383881176502879,0.487739226325395,2.89516204028244,1.47924438790895,0.871941574029424,0.727516532034036,"80%"
"Tray01_Mimiulus_E2_1","100%","D",252,1986.58400591909,0.781376012062144,0.121093846980171,1.00909814739115,0.196302922386256,0.601444101629886,0.0954415296028193,1.00717471445497,0.423051113110145,0.455957792738654,2.562493896769,1.53599556893875,0.927259728601343,0.734503315724092,"80%"
"Tray01_Mimiulus_E2_1","100%","D",264,2179.22232694528,0.781352272235536,0.112034409897918,0.897914478788482,0.177388676456574,0.573542201968966,0.082072012823397,0.898929622955204,0.451258731188616,0.437322288701925,2.34442014196229,1.57694398590269,0.96688397307474,0.739807074086882,"80%"
"Tray01_Mimiulus_E2_1","100%","D",276,2360.65771205974,0.784200447860532,0.116704568048026,1.01907282449322,0.189925920757896,0.604173207055021,0.0931851475198971,1.0149634839003,0.425594619152345,0.45849334179233,2.54461149259265,1.54549118491849,0.948229885666869,0.739790771904119,"80%"
"Tray01_Mimiulus_E2_1","100%","D",288,2533.90582516068,0.784824474453653,0.1336228616173,1.24873998934076,0.227363899957345,0.659595060310259,0.121855786761233,1.23566432410728,0.371590545667669,0.494977281778975,2.94075813999635,1.48132023619933,0.902514209997775,0.737580694306155,"80%"
"Tray01_Mimiulus_E2_1","100%","D",300,2778.45099278632,0.789085331326682,0.125172338699129,1.13528314023803,0.210426695843764,0.637827110151868,0.109635315380355,1.12741277112757,0.394900974914121,0.479892715942255,2.79751008772698,1.51346017034159,0.927369145735477,0.741942260544159,"80%"
"Tray01_Mimiulus_E2_1","100%","D",312,2893.95629121088,0.786355018141819,0.130396263252632,1.25480479127628,0.222992478800009,0.663653106905546,0.120098753763056,1.24248729634836,0.371312063453001,0.498261457907583,2.99347542135849,1.48509985140298,0.91114889207887,0.743994896140187,"80%"
"Tray01_Mimiulus_E2_1","100%","D",324,3094.00182493617,0.78222967481615,0.123944670916213,1.15236966193562,0.205998360243678,0.635037003740693,0.105353333078152,1.14439167034966,0.395749095288406,0.480299199532997,2.68278006796941,1.51923525458875,0.91714639462936,0.746514121466902,"80%"
"Tray01_Mimiulus_E2_1","100%","D",336,3223.26703450408,0.775422839588509,0.128848214400165,1.28046508227025,0.222214914782144,0.666733782382657,0.121810827206305,1.26675831795804,0.370439110063022,0.500943293101606,3.06361326823748,1.51066363979782,0.898069229662621,0.748669240752954,"80%"
"Tray01_Mimiulus_E2_1","100%","D",348,3456.43848368762,0.780460246555431,0.115449972010554,1.17018222361694,0.193601933677305,0.644205494674574,0.0998209093953676,1.16175277205606,0.396168611682888,0.488830389126356,2.77406540979985,1.51784702571168,0.907361505985187,0.750339986174524,"80%"
"Tray01_Mimiulus_E2_1","100%","D",360,3736.53829188596,0.775857784875465,0.117250460571246,1.26857196655638,0.198771556323028,0.66291571427258,0.103938373872546,1.25549621777184,0.379119804906492,0.503129500611657,2.94113559370576,1.4819565639146,0.908771329509532,0.750063314390363,"80%"
"Tray01_Mimiulus_E2_1","100%","D",372,4030.56925822955,0.782393787052693,0.107856250150167,1.15373264396093,0.180006605007894,0.641699145954931,0.0908581205968579,1.14650497696849,0.402827552807473,0.48923781978227,2.76690378020019,1.53951982633433,0.9605629559182,0.756157759219269,"80%"
"Tray01_Mimiulus_E2_1","100%","D",384,4279.89637774489,0.777594869845181,0.140214713379211,1.36510290077238,0.250610638069326,0.690876727641941,0.146394476060808,1.3444569677767,0.346754021743593,0.513858378976709,3.42633891605172,1.57877936771377,0.983347125497731,0.762557023703017,"80%"
