"Plant.ID","Treatment","Population","GR","R2"
"Tray08_Mimiulus_A2_0.2","20%","J",5.4483725007886,0.720479173184981
"Tray08_Mimiulus_A4_0.2","20%","H",1.35969402362288,0.727758756215236
"Tray09_Mimiulus_A3_0.2","20%","B",6.53029802925977,0.760061900421684
"Tray09_Mimiulus_A2_0.2","20%","C",5.44060569995685,0.727544061797939
"Tray09_Mimiulus_A4_0.2","20%","A",6.37235755606866,0.888656152937509
"Tray09_Mimiulus_A1_0.2","20%","K",6.41346328596054,0.978510205865642
"Tray10_Mimiulus_A1_0.2","20%","D",6.57600939749853,0.967173971455764
"Tray11_Mimiulus_A3_0.2","20%","J",7.69501070708407,0.731153972112501
"Tray11_Mimiulus_A1_0.2","20%","H",1.39112560024565,0.98954655785655
"Tray01_Mimiulus_B2_0.4","40%","A",7.11134133793608,0.95502476372571
"Tray01_Mimiulus_B1_0.4","40%","B",3.77001209841193,0.885879692347824
"Tray01_Mimiulus_B4_0.4","40%","C",7.15107801502056,0.973809583629504
"Tray01_Mimiulus_B3_0.4","40%","D",15.9452984002009,0.940328900558289
"Tray02_Mimiulus_B2_0.4","40%","E",11.5011279354952,0.835864654570129
"Tray02_Mimiulus_B4_0.4","40%","G",15.6721867188341,0.945231885287016
"Tray02_Mimiulus_B3_0.4","40%","H",9.64886769492746,0.867690571546437
"Tray02_Mimiulus_B1_0.4","40%","F",15.3500874622897,0.939364575469206
"Tray03_Mimiulus_B4_0.4","40%","K",5.57986821251541,0.94581982921386
"Tray03_Mimiulus_B2_0.4","40%","I",10.8813834518708,0.90371911684994
"Tray03_Mimiulus_B1_0.4","40%","J",9.44603877409942,0.962337284752394
"Tray04_Mimiulus_B1_0.4","40%","C",1.95645556738366,0.781126150132764
"Tray04_Mimiulus_B4_0.4","40%","D",14.3800572555106,0.95439830421843
"Tray04_Mimiulus_B3_0.4","40%","E",13.7505001885444,0.935602058541637
"Tray04_Mimiulus_B2_0.4","40%","B",2.84648692357907,0.880861484023872
"Tray05_Mimiulus_B2_0.4","40%","F",9.97555161282905,0.975438594263021
"Tray05_Mimiulus_B1_0.4","40%","G",10.3429481981233,0.981124289526776
"Tray05_Mimiulus_B3_0.4","40%","I",13.5341938475657,0.976850232618286
"Tray06_Mimiulus_B4_0.4","40%","A",7.85683227058228,0.958772259451267
"Tray06_Mimiulus_B2_0.4","40%","J",4.14606469337962,0.940602473546247
"Tray06_Mimiulus_B1_0.4","40%","K",5.40548232943844,0.967931949296648
"Tray07_Mimiulus_B4_0.4","40%","E",12.2423741851528,0.932297943193195
"Tray07_Mimiulus_B3_0.4","40%","F",15.7743141729853,0.991872196110497
